timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0,-27.676.970.958.709.700,-19.129.672.050.476.000,12.471.396.446.228.000,SEN,0,-14.098.775.386.810.300,-8.953.547.477.722.160,160.269.033.908.844,11.399.999.618.530.200,12.960.000.038.146.900,9.059.999.465.942.380
1,-2.609.679.937.362.670,13.431.471.586.227.400,11.386.823.654.174.800,SEN,0,5.683.186.054.229.730,23.515.713.214.874.200,18.226.674.795.150.700,14.279.999.732.971.100,7.739.999.771.118.160,1.175.999.927.520.750
1,14.604.631.066.322.300,25.953.147.411.346.400,55.329.999.923.706.000,SEN,0,-11.994.878.053.665.100,-16.618.125.140.666.900,19.494.339.227.676.300,11.039.999.961.853.000,-1.559.999.942.779.540,1.565.999.984.741.210
1,-16.519.992.053.508.700,30.550.012.588.500.900,8.523.358.345.031.730,SEN,0,5.246.427.655.220.030,7.243.798.673.152.920,-3.573.962.152.004.240,17.999.999.523.162.800,-965.999.984.741.211,1.715.999.984.741.210
2,-28.658.595.085.144.000,6.607.996.821.403.500,162.278.995.513.916,SEN,0,-5.384.911.894.798.270,7.249.124.646.186.820,-1.810.949.668.288.230,-20.399.999.618.530.200,-13.739.999.771.118.100,15.779.999.732.971.100
2,-31.124.621.629.714.900,21.499.931.812.286.300,7.156.269.073.486.320,SEN,0,7.174.556.255.340.570,-5.592.638.254.165.640,9.363.674.521.446.220,-19.799.998.998.641.900,-15.479.999.542.236.300,14.039.999.961.853.000
2,-38.139.634.132.385.200,10.438.719.987.869.200,9.945.513.725.280.760,SEN,0,624.777.615.070.343,-17.257.283.926.010.100,-9.118.663.668.632.500,-4.559.999.942.779.540,-15.779.999.732.971.100,13.739.999.771.118.100
3,3.974.374.830.722.800,49.320.554.733.276.300,6.861.782.073.974.600,SEN,0,12.154.667.377.471.900,-21.891.184.151.172.600,-1.597.896.683.961.150,-5.819.999.694.824.210,-14.699.999.809.265.100,14.460.000.038.146.900
3,-15.801.730.751.991.200,-21.787.235.140.800.400,13.309.367.179.870.600,SEN,0,-5.555.354.356.765.740,9.970.875.382.423.400,15.872.439.742.088.300,-4.679.999.828.338.620,-14.699.999.809.265.100,13.799.999.237.060.500
3,13.934.253.454.208.300,7.661.445.438.861.840,8.760.383.605.957.030,SEN,0,46.552.056.074.142.400,1.992.044.597.864.150,3.664.509.654.045.100,-35.999.999.046.325.600,-15.299.999.237.060.500,1.265.999.984.741.210
4,-23.750.481.605.529.700,36.080.620.288.848.800,7.129.932.880.401.610,SEN,0,-4.356.931.746.006.010,10.178.601.741.790.700,-26.684.874.296.188.300,-25.799.999.237.060.500,-15.059.999.465.942.300,12.719.999.313.354.400
4,16.065.093.278.884.800,9.169.792.532.920.830,8.561.665.534.973.140,SEN,0,7.270.429.730.415.340,-59.122.178.703.546.500,-4.032.025.933.265.680,-23.399.999.141.693.100,-14.880.000.114.440.900,14.399.999.618.530.200
4,-7.613.561.153.411.860,3.974.374.830.722.800,9.770.736.694.335.930,SEN,0,-2.130.528.911.948.200,9.853.696.227.073.660,3.520.699.143.409.720,-3,-15.239.999.771.118.100,149.399.995.803.833
5,-35.889.084.339.141.800,15.945.383.310.317.900,8.238.448.143.005.370,SEN,0,15.073.491.632.938.300,7.387.608.885.765.070,-20.559.604.465.961.400,-5.039.999.961.853.020,-15.299.999.237.060.500,13.5
5,-41.611.223.220.825.100,27.748.796.939.849.800,9.102.754.592.895.500,SEN,0,-8.042.746.782.302.850,24.767.398.834.228.500,-15.659.387.409.687.000,-7.619.999.885.559.080,-14.519.999.504.089.300,13.199.999.809.265.100
5,-24.612.393.379.211.400,20.877.439.975.738.500,902.135.181.427.002,SEN,0,13.102.753.460.407.200,511.326.938.867.569,-16.564.862.430.095.600,-8.579.999.923.706.050,-1.415.999.984.741.210,13.679.999.351.501.400
5,-3.287.238.836.288.450,17.357.962.131.500.200,9.485.827.445.983.880,SEN,0,-44.741.109.013.557.400,11.504.855.751.991.200,49.002.163.112.163.500,-8.639.999.389.648.430,-1.434.000.015.258.780,13.799.999.237.060.500
6,-20.015.525.817.871.000,203.507.137.298.584,811.634.349.822.998,SEN,0,14.008.226.990.699.700,-6.215.817.928.314.200,6.551.376.730.203.620,-834.000.015.258.789,-14.039.999.961.853.000,13.979.999.542.236.300
6,-2.121.262.788.772.580,8.188.169.598.579.400,9.148.244.857.788.080,SEN,0,22.583.606.839.179.900,9.123.989.939.689.630,1.480.717.658.996.580,-7.5,-14.219.999.313.354.400,13.979.999.542.236.300
6,-2.652.775.526.046.750,14.772.224.426.269.500,8.949.525.833.129.880,SEN,0,7.669.904.083.013.530,-30.786.141.753.196.700,-11.078.750.342.130.600,-7.139.999.866.485.590,-1.475.999.927.520.750,12.960.000.038.146.900
7,-2.896.984.100.341.790,12.306.196.689.605.700,8.674.192.428.588.860,SEN,0,15.233.281.254.768.300,18.322.548.270.225.500,649.811.327.457.428,-7.019.999.980.926.510,-14.819.999.694.824.200,12.479.999.542.236.300
7,-30.837.318.897.247.300,1.139.639.973.640.440,9.346.963.882.446.280,SEN,0,-37.816.889.584.064.400,52.197.959.274.053.500,11.717.909.015.715.100,-6.899.999.618.530.270,-149.399.995.803.833,1.325.999.927.520.750
7,-27.437.551.021.575.900,13.120.225.667.953.400,8.899.248.123.168.940,SEN,0,19.174.760.207.533.800,7.989.482.954.144.470,6.391.586.735.844.610,-7.079.999.923.706.050,-15.179.999.351.501.400,13.019.999.504.089.300
8,-28.874.073.028.564.400,11.803.414.821.624.700,9.184.157.371.520.990,SEN,0,-4.048.004.746.437.070,-6.391.586.735.844.610,5.858.954.507.857.560,-7.319.999.694.824.210,-15.179.999.351.501.400,13.019.999.504.089.300
8,-5.341.464.042.663.570,19.297.266.006.469.700,9.837.775.230.407.710,SEN,0,-2.631.203.234.195.700,-1.465.803.861.618.040,-9.486.179.947.853.080,-7.980.000.019.073.480,-14.880.000.114.440.900,134.399.995.803.833
8,-6.260.837.554.931.640,10.821.791.887.283.300,746.033.239.364.624,SEN,0,16.990.968.585.014.300,7.414.240.837.097.160,-4.687.163.606.286.040,-8.039.999.961.853.020,-15.179.999.351.501.400,13.5
9,-6.581.660.270.690.910,12.330.138.683.319.000,9.246.406.555.175.780,SEN,0,8.522.115.647.792.810,-46.232.476.830.482.400,15.659.387.409.687.000,-834.000.015.258.789,-15.239.999.771.118.100,12.420.000.076.293.900
0,14.293.384.552.001.900,4.876.988.887.786.860,67.923.502.922.058.100,CA,0,-5.640.575.289.726.250,-20.884.509.086.608.800,-20.240.023.732.185.300,-20.639.999.389.648.400,36.599.998.474.121.000,10.800.000.190.734.800
1,-3.112.462.282.180.780,18.195.933.103.561.400,8.056.488.990.783.690,CA,0,-6.295.713.186.264.030,-10.737.866.163.253.700,-17.944.380.044.937.100,-20.279.998.779.296.800,-8.999.999.761.581.420,11.819.999.694.824.200
1,210.210.919.380.188,-13.407.529.592.514.000,865.982.723.236.084,CA,0,-5.230.448.246.002.190,-1.677.258.849.143.980,-5.368.933.081.626.890,-14.639.999.389.648.400,-104.399.995.803.833,12.960.000.038.146.900
1,3.222.595.453.262.320,21.380.221.843.719.400,9.186.552.047.729.490,CA,0,6.791.061.162.948.600,6.029.396.653.175.350,4.037.352.204.322.810,-5.940.000.057.220.450,-16.799.999.237.060.500,13.559.999.465.942.300
2,-2.346.317.619.085.310,-33.758.243.918.418.800,4.311.957.359.313.960,CA,0,128.737.211.227.417,-6.823.018.789.291.380,-2.172.606.945.037.840,-4.139.999.866.485.590,-17.279.998.779.296.800,13.679.999.351.501.400
2,-6.078.877.925.872.800,-730.231.523.513.794,65.912.370.681.762.600,CA,0,-7.014.766.335.487.360,22.988.407.611.846.900,-5.949.501.991.271.970,-39.599.997.997.283.900,-15.239.999.771.118.100,15.359.999.656.677.200
2,-8.571.242.332.458.490,-16.615.760.326.385.400,16.639.702.320.098.800,CA,0,-1.887.648.582.458.490,22.988.407.611.846.900,13.156.016.170.978.500,-4.319.999.694.824.210,-15.239.999.771.118.100,15.420.000.076.293.900
3,-14.221.558.570.861.800,-4.596.867.263.317.100,-5.339.069.962.501.520,CA,0,22.903.186.082.839.900,33.555.831.760.168.000,61.785.340.309.143.000,-6.480.000.019.073.480,-1.769.999.885.559.080,8.039.999.961.853.020
3,-9.167.398.452.758.780,-4.551.377.296.447.750,-227.209.734.916.687,CA,0,14.647.386.968.135.800,-5.976.133.346.557.610,2.161.421.537.399.290,-5.699.999.809.265.130,-193.799.991.607.666,4.199.999.809.265.130
3,-8.683.769.226.074.210,-2.935.291.290.283.200,-2.846.705.913.543.700,CA,0,-8.751.147.389.411.920,6.924.219.131.469.720,-17.198.694.944.381.700,-9.359.999.656.677.240,-16.5,6.960.000.038.146.970
4,-11.152.191.162.109.300,-14.891.934.394.836.400,-27.724.854.946.136.400,CA,0,-40.639.838.576.316.800,-2.130.528.911.948.200,-15.877.766.609.191.800,-10.859.999.656.677.200,-14.460.000.038.146.900,7.5
4,-10.857.705.116.271.900,-3.603.273.630.142.210,-21.978.771.686.553.900,CA,0,12.016.183.137.893.600,4.074.636.399.745.940,19.675.434.827.804.500,-4.019.999.980.926.510,-16.559.999.465.942.300,521.999.979.019.165
4,-2.410.961.151.123.040,-4.924.872.875.213.620,8.690.952.062.606.810,CA,0,-28.586.370.944.976.800,-17.124.125.957.489.000,1.957.956.075.668.330,-23.999.998.569.488.500,-14.519.999.504.089.300,39.599.997.997.283.900
5,-9.461.885.452.270.500,-30.310.592.651.367.100,-6.512.228.846.549.980,CA,0,-7.371.630.072.593.680,-4.277.036.786.079.400,-19.659.456.014.633.100,-3.059.999.942.779.540,-1.134.000.015.258.780,-8.399.999.737.739.560
5,-11.413.159.370.422.300,15.179.238.319.396.900,-35.051.112.174.987.700,CA,0,-7.584.682.703.018.180,-14.498.249.292.373.600,5.278.385.281.562.800,14.399.999.380.111.600,-293.999.981.880.188,-10.920.000.076.293.900
5,-7.817.068.576.812.740,-4.853.046.894.073.480,-3.023.876.667.022.700,CA,0,-16.990.968.585.014.300,-7.989.482.954.144.470,25.417.211.055.755.600,7.319.999.694.824.210,-6.779.999.732.971.190,-18.119.998.931.884.700
6,-10.338.163.375.854.400,-31.890.766.620.635.900,-30.190.882.682.800.200,CA,0,-7.217.166.423.797.600,-4.687.163.606.286.040,-2.589.657.783.508.300,-12.599.999.904.632.500,-1.715.999.984.741.210,-10.920.000.076.293.900
6,-10.831.368.446.350.000,-40.749.311.447.143.500,-11.468.225.717.544.500,CA,0,-13.763.216.733.932.400,-5.928.196.907.043.450,-1.999.501.347.541.800,-10.079.999.923.706.000,-17.219.999.313.354.400,-3.299.999.952.316.280
6,-1.357.512.378.692.620,-5.547.365.188.598.630,-210.210.919.380.188,CA,0,11.403.656.005.859.300,10.194.580.554.962.100,2.950.782.537.460.320,-20.399.999.618.530.200,-1.853.999.900.817.870,-7.199.999.809.265.130
6,-31.962.592.601.776.100,-37.181.951.999.664.300,-32.561.142.444.610.500,CA,0,10.865.697.264.671.300,13.528.858.125.209.800,12.724.584.341.049.100,-4.139.999.866.485.590,-1.668.000.030.517.570,-6.599.999.904.632.560
7,-10.984.597.206.115.700,-5.008.669.853.210.440,-19.823.989.868.164.000,CA,0,-5.427.522.659.301.750,-9.853.696.078.062.050,-3.184.075.355.529.780,-1.415.999.984.741.210,-11.880.000.114.440.900,-4.319.999.694.824.210
7,-1.394.861.888.885.490,-11.300.631.761.550.900,-8.140.285.611.152.640,CA,0,41.545.313.596.725.400,-13.635.385.036.468.500,9.922.938.346.862.790,-13.319.999.694.824.200,-1.325.999.927.520.750,-6
7,-889.685.344.696.045,-5.049.371.242.523.190,6.009.446.382.522.580,CA,0,5.896.238.684.654.230,-2.700.445.353.984.830,24.533.040.523.529.000,-8.220.000.267.028.800,-1.685.999.870.300.290,-6.480.000.019.073.480
8,-689.530.086.517.334,-37.253.777.980.804.400,-24.588.451.385.498.000,CA,0,-12.767.194.509.506.200,-4.532.700.181.007.380,-20.351.877.212.524.400,-104.399.995.803.833,-1.434.000.015.258.780,-293.999.981.880.188
8,-10.852.916.717.529.200,-1.889.025.092.124.930,15.083.470.940.589.900,CA,0,-786.165.177.822.113,-7.568.703.889.846.800,-15.686.019.659.042.300,-13.739.999.771.118.100,-13.679.999.351.501.400,5.999.999.865.889.540
8,-129.741.792.678.833,-5.382.165.431.976.310,-1.335.964.560.508.720,CA,0,9.044.095.277.786.250,6.764.429.211.616.510,29.545.109.272.003.100,-7.679.999.828.338.620,-1.703.999.900.817.870,-8.999.999.761.581.420
9,-6.368.576.526.641.840,-36.990.416.049.957.200,-17.621.324.062.347.400,CA,0,-22.636.869.549.751.200,-17.534.252.405.166.600,21.688.783.168.792.700,-8.760.000.228.881.830,-19.920.000.076.293.900,-5.399.999.618.530.270
9,-10.067.618.370.056.100,-4.290.409.564.971.920,-586.579.442.024.231,CA,0,-14.567.492.008.209.200,16.085.493.564.605.700,-2.216.282.606.124.870,-20.639.999.389.648.400,-16.079.999.923.706.000,7.199.999.690.055.840
0,-27.437.551.021.575.900,5.109.226.226.806.640,751.779.317.855.835,TRO,0,-1.589.907.169.342.040,-3.834.952.116.012.570,-21.651.499.271.392.800,18.600.000.143.051.100,19.739.999.771.118.100,6
0,-5.161.899.089.813.230,1.821.987.509.727.470,9.126.696.586.608.880,TRO,0,-2.594.451.665.878.290,1.038.632.869.720.450,20.026.971.399.784.000,21.599.998.474.121.000,1.884.000.015.258.780,7.199.999.809.265.130
0,31.747.114.658.355.700,-460.165.548.324.585,22.400.150.299.072.200,TRO,0,12.138.688.564.300.500,-27.206.854.820.251.400,-5.731.122.493.743.890,3,13.799.999.237.060.500,12.179.999.351.501.400
1,-9.184.157.371.520.990,-33.997.663.855.552.600,-3.359.065.055.847.160,TRO,0,16.682.041.883.468.600,549.090.576.171.875,-8.356.999.754.905.700,5.579.999.923.706.050,10.859.999.656.677.200,15
1,18.100.165.128.707.800,2.671.929.121.017.450,8.188.169.479.370.110,TRO,0,-3.153.182.864.189.140,14.322.481.155.395.500,13.640.711.307.525.600,4.980.000.019.073.480,14.639.999.389.648.400,12.960.000.038.146.900
1,-4.060.565.948.486.320,-4.908.113.479.614.250,6.943.184.733.390.800,TRO,0,9.779.127.836.227.410,13.235.911.130.905.100,-9.086.706.042.289.730,5.099.999.904.632.560,15.420.000.076.293.900,12.779.999.732.971.100
1,-9.624.691.009.521.480,1.275.870.132.446.280,50.254.292.488.098.100,TRO,0,-12.383.699.417.114.200,18.423.749.208.450.300,20.666.129.887.104.000,7.5,1.475.999.927.520.750,11.579.999.923.706.000
2,-106.709.566.116.333,13.072.341.680.526.700,1.166.455.078.125,TRO,0,17.981.663.942.337.000,-5.336.442.470.550.530,21.539.647.579.193.100,5.579.999.923.706.050,1.415.999.984.741.210,12.899.999.618.530.200
2,-368.323.974.609.375,1.443.464.183.807.370,-8.271.966.934.204.100,TRO,0,-10.093.380.212.783.800,4.699.414.253.234.860,-24.282.703.399.658.200,5.759.999.752.044.670,14.519.999.504.089.300,8.699.999.809.265.130
2,-4.031.835.556.030.270,5.137.956.619.262.690,8.707.711.219.787.590,TRO,0,6.135.923.266.410.820,-39.137.816.429.138.100,-6.423.544.883.728.020,5.400.000.095.367.430,1.619.999.885.559.080,4.380.000.114.440.910
3,-6.730.101.108.551.020,-8.858.546.257.019.040,-4.668.693.542.480.460,TRO,0,-1.970.206.618.309.020,8.649.947.643.280.020,-390.099.835.395.813,5.759.999.752.044.670,15,5.460.000.038.146.970
3,4.244.919.776.916.500,6.256.049.156.188.960,8.312.667.846.679.680,TRO,0,-6.338.323.354.721.060,1.572.862.982.749.930,873.516.857.624.054,7.739.999.771.118.160,14.219.999.313.354.400,7.799.999.713.897.700
3,-27.102.363.109.588.600,-4.156.333.923.339.840,-5.193.023.681.640.620,TRO,0,53.140.716.552.734.300,-25.214.810.371.398.900,3.458.913.803.100.580,5.519.999.980.926.510,15.779.999.732.971.100,17.400.000.095.367.400
4,-45.370.121.002.197.200,12.962.207.794.189.400,12.428.300.857.543.900,TRO,0,-6.283.995.151.519.770,18.439.728.021.621.700,-6.721.286.296.844.480,5.579.999.923.706.050,119.399.995.803.833,-37.200.000.286.102.200
4,-1.841.619.873.046.870,10.342.951.774.597.100,5.214.571.475.982.660,TRO,0,2.727.077.007.293.700,-2.166.747.808.456.420,-6.098.638.772.964.470,39.599.997.997.283.900,12.179.999.351.501.400,-8.220.000.267.028.800
4,4.479.551.315.307.610,-4.596.867.084.503.170,-10.201.693.534.851.000,TRO,0,19.979.034.662.246.700,-16.602.146.625.518.700,7.478.156.685.829.160,14.399.999.380.111.600,1.685.999.870.300.290,-4.5
5,8.765.172.004.699.700,2.760.514.497.756.950,6.629.544.734.954.830,TRO,0,-1.903.095.006.942.740,7.723.167.538.642.880,6.727.145.314.216.610,24.600.000.381.469.700,14.039.999.961.853.000,-8.579.999.923.706.050
5,-6.581.660.270.690.910,-9.583.989.143.371.580,-1.047.702.693.939.200,TRO,0,2.499.643.087.387.080,-8.255.799.293.518.060,3.701.261.281.967.160,2.879.999.876.022.330,149.399.995.803.833,-7.679.999.828.338.620
5,-17.894.264.221.191.400,19.586.963.653.564.400,65.696.892.738.342.200,TRO,0,-6.753.776.669.502.250,5.324.724.197.387.690,-4.376.638.889.312.740,37.799.999.713.897.700,14.399.999.618.530.200,-9.479.999.542.236.320
6,-38.185.123.443.603.500,27.612.327.575.683.500,12.157.755.851.745.600,TRO,0,6.082.659.959.793.090,-2.776.611.804.962.150,6.860.303.282.737.730,37.200.000.286.102.200,14.639.999.389.648.400,-10.800.000.190.734.800
6,-50.876.784.324.646,-5.228.936.672.210.690,9.768.342.971.801.750,TRO,0,-12.905.678.749.084.400,-46.552.056.074.142.400,-9.512.811.303.138.730,3.299.999.952.316.280,1.565.999.984.741.210,-8.579.999.923.706.050
6,6.121.973.514.556.880,5.868.188.381.195.060,-684.981.107.711.792,TRO,0,-16.618.125.140.666.900,9.805.759.191.513.060,11.153.318.881.988.500,22.799.999.713.897.700,13.5,-11.460.000.038.146.900
7,-4.668.693.244.457.240,-7.556.100.368.499.750,38.594.532.012.939.400,TRO,0,42.354.912.757.873.500,-3.651.726.484.298.700,6.258.428.573.608.390,3.059.999.942.779.540,15.960.000.038.146.900,-9.719.999.313.354.490
7,-20.489.578.247.070.300,9.390.059.471.130.370,28.100.746.154.785.100,TRO,0,-25.672.874.450.683.500,4.556.668.758.392.330,-4.649.879.455.566.400,35.999.999.046.325.600,14.460.000.038.146.900,-1.134.000.015.258.780
7,-784.508.056.640.625,2.485.899.543.762.200,24.152.706.146.240.200,TRO,0,1.907.888.650.894.160,-5.562.810.897.827.140,25.070.998.668.670.600,10.799.999.237.060.500,14.819.999.694.824.200,-11.519.999.504.089.300
8,-15.825.673.341.751.000,586.579.442.024.231,36.607.344.150.543.200,TRO,0,-4.420.847.415.924.070,-9.033.442.735.671.990,-26.631.611.585.617.000,-2.879.999.876.022.330,16.260.000.228.881.800,-10.800.000.190.734.800
8,6.933.608.055.114.740,-24.851.813.316.345.200,33.063.924.312.591.500,TRO,0,25.555.694.103.240.900,-21.944.448.351.860.000,-18.599.517.345.428.400,-8.519.999.504.089.350,13.139.999.389.648.400,-11.639.999.389.648.400
8,-51.810.526.847.839.300,-23.989.901.542.663.500,-12.425.907.135.009.700,TRO,0,6.946.589.469.909.660,-7.954.329.490.661.620,26.855.316.162.109.300,-14.880.000.114.440.900,6.119.999.885.559.080,-8.639.999.389.648.430
0,-31.962.592.601.776.100,54.444.146.156.311.000,6.617.573.261.260.980,SAL,0,-14.088.122.844.696.000,-2.185.922.622.680.660,1.581.917.703.151.700,17.999.999.523.162.800,13.679.999.351.501.400,23.999.998.569.488.500
1,-31.220.390.796.661.300,19.369.091.987.609.800,15.871.163.368.225.000,SAL,0,-17.449.032.068.252.500,-926.780.104.637.146,5.528.722.405.433.650,16.200.000.047.683.700,13.739.999.771.118.100,3.359.999.895.095.820
1,-19.704.279.899.597.100,-14.293.384.552.001.900,6.347.028.732.299.800,SAL,0,-4.229.099.750.518.790,-11.611.382.961.273.100,15.180.018.544.197.000,3.359.999.895.095.820,1.325.999.927.520.750,587.999.963.760.376
1,-4.214.513.397.216.790,7.273.584.842.681.880,3.323.151.779.174.800,SAL,0,9.182.579.517.364.500,7.129.282.474.517.820,15.393.071.174.621.500,7.139.999.866.485.590,1.325.999.927.520.750,7.319.999.694.824.210
2,4.429.273.009.300.230,-75.848.307.609.558.100,-33.686.418.533.325.100,SAL,0,2.991.262.674.331.660,2.455.434.501.171.110,9.251.821.637.153.620,7.619.999.885.559.080,12.960.000.038.146.900,9.539.999.961.853.020
2,-703.895.263.671.875,27.813.440.322.875.900,2.351.584.815.979.000,SAL,0,-34.562.504.291.534.400,37.971.351.146.698,-670.211.124.420.166,7.440.000.057.220.450,12.179.999.351.501.400,9.300.000.190.734.860
2,-12.449.848.651.885.900,-6.129.156.112.670.890,-4.853.046.894.073.480,SAL,0,4.266.384.124.755.850,-8.639.294.505.119.320,35.846.149.921.417.200,6.599.999.904.632.560,11.399.999.618.530.200,984.000.015.258.789
3,-27.875.690.460.205.000,22.917.299.270.629.800,7.844.841.003.417.960,SAL,0,-11.006.844.520.568.800,-10.530.139.207.839.900,-9.877.132.415.771.480,8.220.000.267.028.800,11.579.999.923.706.000,9.239.999.771.118.160
3,42.090.067.863.464.300,-7.328.651.428.222.650,-6.512.228.846.549.980,SAL,0,25.822.010.040.283.200,2.741.990.804.672.240,8.106.662.631.034.850,8.699.999.809.265.130,10.199.999.809.265.100,9.960.000.038.146.970
3,-48.027.687.072.753.900,3.273.113.250.732.420,38.484.397.888.183.500,SAL,0,-1.181.112.003.326.410,-12.676.647.305.488.500,-10.211.625.099.182.100,8.220.000.267.028.800,9.899.999.618.530.270,10.079.999.923.706.000
4,9.409.212.470.054.620,-7.328.651.428.222.650,-7.661.445.617.675.780,SAL,0,4.676.510.810.852.050,5.060.006.305.575.370,15.872.440.338.134.700,8.519.999.504.089.350,1.259.999.942.779.540,8.519.999.504.089.350
4,-49.363.651.275.634.700,22.510.284.423.828.100,30.775.068.283.081.000,SAL,0,-432.763.671.875,3.801.928.758.621.210,-1.219.461.441.040.030,9.479.999.542.236.320,12.059.999.465.942.300,6.659.999.847.412.100
4,3.711.012.601.852.410,-4.704.606.533.050.530,8.786.720.037.460.320,SAL,0,-6.380.934.119.224.540,-13.938.984.870.910.600,17.608.821.392.059.300,7.619.999.885.559.080,11.279.999.732.971.100,6.539.999.961.853.020
5,4.199.429.988.861.080,1.403.002.142.906.180,-17.894.264.221.191.400,SAL,0,10.531.204.223.632.800,4.619.519.233.703.610,1.150.485.634.803.770,5.099.999.904.632.560,1.259.999.942.779.540,9.420.000.076.293.940
5,-21.523.873.805.999.700,-3.256.114.423.274.990,-4.316.745.758.056.640,SAL,0,-14.008.227.586.746.200,-24.463.798.999.786.300,-14.327.807.426.452.600,9.059.999.465.942.380,13.559.999.465.942.300,5.579.999.923.706.050
5,5.762.843.608.856.200,-8.480.262.756.347.650,5.063.736.438.751.220,SAL,0,1.200.020.432.472.220,-107.591.712.474.823,5.096.757.888.793.940,7.199.999.809.265.130,12.539.999.961.853.000,5.759.999.752.044.670
6,-6.418.854.713.439.940,12.792.220.115.661.600,-24.679.431.915.283.200,SAL,0,-7.653.924.822.807.310,1.826.395.869.255.060,-11.014.834.642.410.200,6.960.000.038.146.970,12.119.999.885.559.000,6.960.000.038.146.970
6,441.969.633.102.417,-932.541.561.126.709,-2.753.331.959.247.580,SAL,0,4.443.750.858.306.880,-29.294.772.073.626.500,7.185.208.797.454.830,809.999.942.779.541,12.359.999.656.677.200,7.139.999.866.485.590
6,-784.508.056.640.625,27.018.566.131.591.700,6.307.284.927.368.160,SAL,0,-9.192.699.432.373.040,9.076.052.904.129.020,-1.279.382.610.321.040,7.980.000.019.073.480,11.880.000.114.440.900,7.019.999.980.926.510
6,3.627.215.623.855.590,-10.790.667.533.874.500,-30.526.070.594.787.500,SAL,0,7.605.988.383.293.150,-17.571.537.494.659.400,6.237.123.608.589.170,7.679.999.828.338.620,10.679.999.351.501.400,8.220.000.267.028.800
7,-7.314.286.231.994.620,5.808.333.396.911.620,16.577.451.705.932.600,SAL,0,19.925.771.951.675.400,14.823.155.403.137.200,3.020.557.403.564.450,8.460.000.038.146.970,10.739.999.771.118.100,737.999.963.760.376
7,11.085.153.818.130.400,-43.191.399.574.279.700,-31.747.114.658.355.700,SAL,0,-15.238.608.121.871.900,-8.138.620.257.377.620,-11.297.129.392.623.900,10.319.999.694.824.200,11.699.999.809.265.100,6.420.000.076.293.940
7,6.856.993.675.231.930,-6.555.324.077.606.200,10.548.852.920.532.200,SAL,0,-6.013.417.840.003.960,-9.235.842.823.982.230,4.746.818.542.480.460,8.819.999.694.824.210,11.579.999.923.706.000,8.699.999.809.265.130
8,-3.761.530.303.955.070,14.137.761.116.027.800,-14.592.658.996.582.000,SAL,0,-9.123.989.939.689.630,674.472.188.949.585,-3.538.808.584.213.250,9.359.999.656.677.240,11.519.999.504.089.300,8.399.999.618.530.270
8,596.874.475.479.126,-10.522.516.250.610.300,-4.618.414.878.845.210,SAL,0,3.477.023.124.694.820,-10.029.464.960.098.200,4.010.720.729.827.880,8.399.999.618.530.270,11.880.000.114.440.900,984.000.015.258.789
8,-1.787.032.127.380.370,216.818.904.876.709,7.844.841.003.417.960,SAL,0,-4.586.496.353.149.410,-3.728.425.595.909.350,-5.964.415.550.231.930,89.399.995.803.833,12.239.999.771.118.100,8.819.999.694.824.210
9,6.524.199.485.778.800,-8.111.555.099.487.300,507.570.743.560.791,SAL,0,3.910.053.253.173.820,12.591.426.372.528.000,4.175.836.741.924.280,10.800.000.190.734.800,9.359.999.656.677.240,9.899.999.618.530.270
9,-15.538.369.417.190.500,5.762.843.608.856.200,-8.552.088.737.487.790,SAL,0,-1.274.588.942.527.770,9.321.063.756.942.740,1.903.627.634.048.460,10.380.000.114.440.900,9.300.000.190.734.860,9
0,-29.089.550.971.984.800,5.473.145.008.087.150,6.205.770.969.390.860,SEN,0,-5.933.523.178.100.580,11.930.961.906.909.900,4.396.346.569.061.270,10.559.999.465.942.300,15.299.999.237.060.500,3.059.999.942.779.540
0,-360.566.782.951.355,222.660.756.111.145,738.132.381.439.209,SEN,0,-11.100.056.171.417.200,13.358.416.557.312.000,21.033.647.060.394.200,11.519.999.504.089.300,15.359.999.656.677.200,4.739.999.771.118.160
1,-7.565.677.165.985.100,14.413.094.520.568.800,724.485.445.022.583,SEN,0,-3.515.372.574.329.370,16.122.777.462.005.600,2.265.817.403.793.330,13.5,9.420.000.076.293.940,10.079.999.923.706.000
1,11.827.356.815.338.100,-3.627.215.623.855.590,11.149.797.439.575.100,SEN,0,-27.542.412.281.036.300,-16.990.968.585.014.300,24.618.260.860.443.100,11.399.999.618.530.200,-3.179.999.828.338.620,15.179.999.351.501.400
1,-1.113.303.780.555.720,-33.518.824.577.331.500,11.137.825.965.881.300,SEN,0,-4.026.699.662.208.550,-17.741.979.360.580.400,-7.073.355.913.162.230,36.599.998.474.121.000,-13.799.999.237.060.500,10.679.999.351.501.400
1,5.913.678.407.669.060,-20.829.553.604.125.900,7.649.474.620.819.090,SEN,0,14.913.702.011.108.300,-5.187.838.077.545.160,20.772.656.798.362.700,-11.399.999.856.948.800,-1.781.999.969.482.420,25.799.999.237.060.500
2,-27.533.318.996.429.400,-8.906.430.602.073.660,5.781.997.203.826.900,SEN,0,19.014.970.064.163.200,17.054.884.433.746.300,-5.294.364.094.734.190,-12.599.999.904.632.500,-178.799.991.607.666,35.399.999.618.530.200
