timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0,-11.971.008.032.560.300,-463.517.427.444.458,17.338.808.059.692.300,TRO,0,33.119.072.914.123.500,-7.762.582.302.093.500,-2.226.402.759.552.000,15.539.999.961.853.000,17.279.998.779.296.800,26.579.999.923.706.000
1,2.064.999.008.178.710,-5.810.727.596.282.950,20.039.467.811.584.400,TRO,0,-6.977.482.438.087.460,-19.105.517.864.227.200,6.056.028.604.507.440,17.279.998.779.296.800,15.839.999.198.913.500,23.219.999.313.354.400
1,-7.819.462.776.184.080,4.477.157.115.936.270,27.772.738.933.563.200,TRO,0,2.067.678.213.119.500,-4.308.994.710.445.400,-12.676.647.305.488.500,22.439.998.626.708.900,17.520.000.457.763.600,11.639.999.389.648.400
1,-1.721.431.016.921.990,-6.538.564.682.006.830,7.900.865.375.995.630,TRO,0,17.347.831.726.074.200,12.197.277.545.928.900,272.867.488.861.084,2.069.999.885.559.080,2.003.999.900.817.870,37.799.999.713.897.700
2,27.066.450.119.018.500,78.098.859.786.987.300,11.025.299.072.265.600,TRO,0,-17.736.653.089.523.300,4.253.068.447.113.030,-2.152.366.876.602.170,1.931.999.969.482.420,2.015.999.984.741.210,293.999.981.880.188
2,853.532.886.505.127,1.671.870.994.567.870,7.350.199.222.564.690,TRO,0,11.414.308.547.973.600,-7.399.859.428.405.760,19.302.592.277.526.800,1.919.999.885.559.080,20.579.999.923.706.000,14.399.999.380.111.600
2,11.135.432.243.347.100,1.558.625.340.461.730,-46.950.297.355.651.800,TRO,0,-1.535.578.727.722.160,-3.467.435.836.791.990,-2.334.527.015.686.030,18.299.999.237.060.500,1.985.999.870.300.290,-7.799.999.713.897.700
2,-5.609.614.372.253.410,384.269.380.569.458,1.656.787.633.895.870,TRO,0,3.056.776.285.171.500,2.913.498.282.432.550,-6.982.808.709.144.590,19.739.999.771.118.100,1.818.000.030.517.570,5.999.999.642.372.130
3,7.510.610.580.444.330,-9.239.224.433.898.920,3.993.528.366.088.860,TRO,0,41.763.691.902.160.600,20.357.203.483.581.500,23.680.830.001.831.000,2.003.999.900.817.870,19.079.999.923.706.000,19.199.999.570.846.500
3,4.173.093.795.776.360,14.391.546.249.389.600,55.976.433.753.967.200,TRO,0,13.315.805.792.808.500,2.520.415.782.928.460,-6.226.470.470.428.460,20.219.999.313.354.400,12.539.999.961.853.000,89.399.995.803.833
3,3.428.017.807.006.830,1.798.524.284.362.790,3.611.653.137.207.030,TRO,0,8.138.620.257.377.620,507.332.181.930.542,-1.671.932.578.086.850,18.479.999.542.236.300,7.5,1.835.999.870.300.290
4,7.575.253.963.470.450,33.039.984.107.017.500,-4.455.609.321.594.230,TRO,0,-4.651.477.336.883.540,-29.364.013.671.875,-2.135.855.257.511.130,12,9.359.999.656.677.240,24.299.999.237.060.500
4,-498.472.785.949.707,3.926.490.843.296.050,-14.724.340.438.842.700,TRO,0,1.945.705.533.027.640,7.025.418.877.601.620,10.860.371.589.660.600,6.839.999.675.750.730,7.799.999.713.897.700,27.420.000.076.293.900
4,35.745.432.376.861.500,-6.847.416.877.746.580,-4.771.644.115.447.990,TRO,0,13.528.858.423.233.000,42.876.893.281.936.600,14.631.407.260.894.700,4.559.999.942.779.540,8.760.000.228.881.830,28.979.999.542.236.300
5,-27.533.318.996.429.400,808.043.098.449.707,-4.656.722.068.786.620,TRO,0,5.262.406.468.391.410,-20.405.139.923.095.700,836.232.602.596.283,21.599.998.474.121.000,1.409.999.942.779.540,29.399.999.618.530.200
5,16.225.505.828.857.400,5.224.148.273.468.010,4.520.252.704.620.360,TRO,0,-3.051.982.522.010.800,398.089.337.348.938,-2.280.731.201.171.870,11.999.999.284.744.200,15.239.999.771.118.100,28.139.999.389.648.400
5,54.338.802.337.646.400,11.006.145.477.294.900,45.722.068.786.621.000,TRO,0,-2.817.624.568.939.200,34.903.390.407.562.200,-12.037.488.222.122.100,11.999.999.731.779.000,19.920.000.076.293.900,2.585.999.870.300.290
6,5.650.315.880.775.450,9.366.117.477.416.990,-8.331.822.156.906.120,TRO,0,1.999.501.347.541.800,-34.354.779.720.306.300,23.686.156.272.888.100,20.999.999.046.325.600,1.818.000.030.517.570,2.651.999.855.041.500
6,2.693.476.915.359.490,-8.774.748.802.185.050,-7.953.537.940.979.000,TRO,0,-4.335.626.125.335.690,-1.031.175.971.031.180,-9.134.642.481.803.890,3.059.999.942.779.540,17.760.000.228.881.800,27.119.998.931.884.700
6,-39.217.023.849.487.300,7.168.240.070.343.010,1.920.149.803.161.620,TRO,0,11.808.456.182.479.800,-19.808.592.796.325.600,8.032.094.240.188.590,-5.399.999.618.530.270,1.835.999.870.300.290,2.615.999.984.741.210
7,-4.462.791.919.708.250,-11.817.779.541.015.600,4.505.887.508.392.330,TRO,0,1.619.201.898.574.820,4.498.079.299.926.750,7.920.241.355.895.990,8.999.999.761.581.420,13.859.999.656.677.200,28.260.000.228.881.800
7,193.236.026.763.916,1.330.457.878.112.790,10.256.759.643.554.600,TRO,0,-6.838.997.602.462.760,4.545.483.589.172.360,-4.767.058.491.706.840,-23.999.999.463.558.100,1.835.999.870.300.290,2.603.999.900.817.870
7,-18.291.701.078.414.900,10.417.171.478.271.400,8.073.247.909.545.890,TRO,0,-6.711.165.904.998.770,-29.379.994.869.232.100,2.062.351.942.062.370,-293.999.981.880.188,19.260.000.228.881.800,24.959.999.084.472.600
0,2.070.984.363.555.900,4.721.365.928.649.900,5.904.101.371.765.130,SAL,0,31.324.100.494.384.700,22.343.921.661.376.900,30.391.995.906.829.800,19.799.998.998.641.900,14.399.999.380.111.600,28.139.999.389.648.400
1,-3.064.578.175.544.730,27.246.015.071.868.800,1.035.252.857.208.250,SAL,0,-15.291.870.832.443.200,18.327.875.137.329.100,9.326.390.027.999.870,6.599.999.666.213.980,11.999.999.731.779.000,27
1,-5.714.959.621.429.440,-14.269.442.558.288.500,7.086.836.814.880.370,SAL,0,-2.654.106.378.555.290,18.120.148.181.915.200,4.527.373.984.456.060,-4.559.999.942.779.540,-25.799.999.237.060.500,23.939.998.626.708.900
1,-993.593.692.779.541,24.875.755.310.058.500,5.099.649.429.321.280,SAL,0,21.518.342.196.941.300,13.880.395.889.282.200,-33.555.831.760.168.000,-10.619.999.885.559.000,-3.059.999.942.779.540,20.219.999.313.354.400
2,-8.757.989.883.422.850,-631.829.833.984.375,3.552.995.204.925.530,SAL,0,-7.025.418.877.601.620,-34.807.515.144.348.100,-4.068.244.934.082.030,-1.259.999.942.779.540,-10.799.999.237.060.500,19.079.999.923.706.000
2,-26.192.567.348.480.200,4.812.345.504.760.740,42.090.067.863.464.300,SAL,0,-16.554.210.186.004.600,2.056.493.043.899.530,-6.072.007.492.184.630,-4.920.000.076.293.940,-16.799.999.475.479.100,2.184.000.015.258.780
2,15.083.470.940.589.900,-4.620.809.078.216.550,-3.064.578.175.544.730,SAL,0,16.863.136.291.503.900,-4.319.647.312.164.300,16.527.577.638.626.000,13.799.999.952.316.200,-4.799.999.713.897.700,2.219.999.885.559.080
3,11.085.153.579.711.900,-2.346.317.768.096.920,-5.590.460.777.282.710,SAL,0,-1.203.748.807.311.050,-48.363.006.114.959.700,9.305.084.943.771.360,8.999.999.761.581.420,5.999.999.642.372.130,24.959.999.084.472.600
3,-3.141.192.674.636.840,22.457.611.560.821.500,25.785.553.455.352.700,SAL,0,-6.791.061.162.948.600,-13.129.384.517.669.600,5.182.511.806.488.030,20.399.999.618.530.200,38.999.998.569.488.500,26.399.999.618.530.200
3,3.343.023.681.640.620,-13.153.743.743.896.400,3.796.006.774.902.340,SAL,0,3.802.994.191.646.570,1.366.201.639.175.410,-3.841.876.268.386.840,11.399.999.856.948.800,-4.5,16.5
4,10.893.617.868.423.400,-3.064.578.056.335.440,-17.063.474.655.151.300,SAL,0,4.566.256.046.295.160,2.206.695.318.222.040,9.736.517.071.723.930,1.559.999.942.779.540,-521.999.979.019.165,15.059.999.465.942.300
4,40.047.813.415.527.300,-36.066.253.662.109.300,7.844.841.003.417.960,SAL,0,-14.146.712.303.161.600,-31.089.742.183.685.300,-9.257.147.908.210.750,-10.199.999.809.265.100,8.579.999.923.706.050,2.315.999.984.741.210
4,12.066.776.752.471.900,-40.940.847.992.897.000,25.522.189.140.319.800,SAL,0,3.721.501.350.402.830,14.519.554.376.602.100,39.920.785.427.093.500,-3.059.999.942.779.540,1.259.999.942.779.540,27.119.998.931.884.700
5,24.930.822.372.436.500,12.085.929.870.605.400,5.821.501.541.137.690,SAL,0,-9.203.884.601.593.010,-455.773.401.260.376,19.664.782.285.690.300,47.999.998.927.116.300,17.399.999.618.530.200,238.799.991.607.666
5,23.271.639.347.076.400,19.177.556.037.902.800,-23.774.423.599.243.100,SAL,0,-9.906.959.533.691.400,-1.597.896.695.137.020,1.317.199.468.612.670,7.319.999.694.824.210,29.099.998.474.121.000,13.559.999.465.942.300
5,30.336.929.321.289.000,-18.171.991.109.848.000,4.594.712.448.120.110,SAL,0,-31.079.089.641.571.000,-20.607.540.607.452.300,-12.559.467.554.092.400,15.119.999.885.559.000,2.903.999.900.817.870,9.719.999.313.354.490
6,-141.257.905.960.083,14.652.514.457.702.600,45.489.832.758.903.500,SAL,0,-6.881.608.366.966.240,10.871.024.131.774.900,18.050.906.658.172.600,17.100.000.381.469.700,28.079.999.923.706.000,12.479.999.542.236.300
6,8.365.341.186.523.430,5.307.945.251.464.840,11.997.344.970.703.100,SAL,0,28.453.214.168.548.500,4.762.264.728.546.140,4.341.485.500.335.690,1.734.000.015.258.780,29.099.998.474.121.000,12.899.999.618.530.200
6,5.760.449.409.484.860,2.956.839.084.625.240,29.472.622.871.398.900,SAL,0,-6.929.545.402.526.850,-1.311.340.570.449.820,6.093.312.501.907.340,2.153.999.900.817.870,25.739.999.771.118.100,12.479.999.542.236.300
7,9.830.592.155.456.540,13.120.224.952.697.700,20.003.555.297.851.500,SAL,0,-48.043.426.871.299.700,-583.764.910.697.937,-18.418.422.937.393.100,2.381.999.969.482.420,1.631.999.969.482.420,14.460.000.038.146.900
7,-4.884.171.485.900.870,-3.825.934.410.095.210,-37.876.269.817.352.200,SAL,0,-18.274.611.234.664.900,9.427.590.668.201.440,-34.567.832.946.777.300,21.299.999.237.060.500,15.119.999.885.559.000,13.799.999.237.060.500
7,3.620.033.025.741.570,-5.262.455.463.409.420,16.452.953.338.623.000,SAL,0,-27.292.075.157.165.500,40.815.606.117.248.500,-6.258.428.692.817.680,20.100.000.381.469.700,18.779.998.779.296.800,12.719.999.313.354.400
7,27.964.274.883.270.200,35.673.606.395.721.400,11.635.819.673.538.200,SAL,0,19.228.023.290.634.100,32.224.249.839.782.700,4.857.605.993.747.710,19.559.999.465.942.300,1.715.999.984.741.210,15.839.999.198.913.500
8,-8.865.729.331.970.210,-4.812.345.504.760.740,10.345.345.497.131.300,SAL,0,-5.795.038.938.522.330,31.931.302.547.454.800,-26.056.368.350.982.600,19.619.998.931.884.700,18.899.999.618.530.200,1.565.999.984.741.210
8,-11.827.356.815.338.100,26.862.943.172.454.800,6.200.982.570.648.190,SAL,0,-7.558.051.347.732.540,4.021.373.391.151.420,11.036.139.726.638.700,15.479.999.542.236.300,2.603.999.900.817.870,1.134.000.015.258.780
0,-12.018.892.765.045.100,2.920.926.094.055.170,68.378.400.802.612.300,SEN,0,-4.708.468.914.031.980,4.793.690.051.883.450,25.726.136.565.208.400,-17.579.999.923.706.000,7.980.000.019.073.480,16.020.000.457.763.600
0,-24.684.219.360.351.500,23.798.365.592.956.500,9.763.554.573.059.080,SEN,0,3.882.888.853.549.950,5.006.742.849.946.020,23.009.711.503.982.500,-16.739.999.771.118.100,10.380.000.114.440.900,16.619.998.931.884.700
1,30.310.592.651.367.100,-42.856.210.470.199.500,1.074.996.566.772.460,SEN,0,-24.927.188.456.058.500,-11.606.056.690.216.000,27.941.887.378.692.600,-16.079.999.923.706.000,15.359.999.656.677.200,16.799.999.237.060.500
1,37.900.211.811.065.600,-4.489.128.112.792.960,833.182.144.165.039,SEN,0,-4.921.521.842.479.700,11.185.277.253.389.300,5.118.595.600.128.170,-13.679.999.351.501.400,2.118.000.030.517.570,1.559.999.942.779.540
1,-1.628.057.211.637.490,35.673.606.395.721.400,10.074.800.491.333.000,SEN,0,3.664.509.654.045.100,-7.627.293.467.521.660,15.430.355.072.021.400,-25.799.999.237.060.500,2.603.999.900.817.870,17.279.998.779.296.800
2,3.354.276.657.104.490,-1.039.083.480.834.960,13.749.900.817.871.000,SEN,0,29.401.299.357.414.200,-12.042.814.493.179.300,11.361.045.837.402.300,10.5,24.959.999.084.472.600,20.100.000.381.469.700
2,-29.688.100.814.819.300,6.811.503.887.176.510,16.972.496.032.714.800,SEN,0,1.411.475.419.998.160,9.512.811.303.138.730,15.323.829.650.878.900,1.769.999.885.559.080,2.069.999.885.559.080,178.799.991.607.666
2,41.180.267.333.984.300,32.393.548.488.616.900,4.228.160.381.317.130,SEN,0,10.918.960.720.300.600,10.860.371.589.660.600,-9.475.527.405.738.830,20.520.000.457.763.600,16.020.000.457.763.600,15.899.999.618.530.200
3,-8.379.705.995.321.270,4.654.327.869.415.280,5.726.930.618.286.130,SEN,0,-8.452.873.229.980.460,15.456.987.619.400.000,-11.590.077.877.044.600,19.799.999.237.060.500,15.239.999.771.118.100,1.781.999.969.482.420
3,-10.319.008.827.209.400,55.329.999.923.706.000,8.937.555.313.110.350,SEN,0,-4.218.447.208.404.540,6.556.702.852.249.140,3.142.530.098.557.470,18.239.999.771.118.100,18.779.998.779.296.800,1.985.999.870.300.290
3,-5.889.736.413.955.680,5.370.194.435.119.620,10.113.107.681.274.400,SEN,0,-16.458.335.518.836.900,8.255.799.859.762.190,3.142.530.098.557.470,17.639.999.389.648.400,19.5,20.279.998.779.296.800
4,-1.091.755.986.213.680,4.541.800.498.962.400,6.617.573.261.260.980,SEN,0,6.391.586.735.844.610,19.600.865.244.865.400,-4.868.258.535.861.960,17.219.999.313.354.400,19.020.000.457.763.600,20.459.999.084.472.600
4,-1.460.463.047.027.580,0,11.334.151.268.005.300,SEN,0,-1.779.524.326.324.460,-9.374.327.063.560.480,-14.578.144.550.323.400,16.5,19.799.999.237.060.500,21.239.999.771.118.100
4,-14.365.210.197.865.900,26.862.943.172.454.800,10.584.765.434.265.100,SEN,0,7.882.956.862.449.640,-8.660.600.185.394.280,11.739.214.658.737.100,15.779.999.732.971.100,20.399.999.618.530.200,22.020.000.457.763.600
5,-272.938.996.553.421,10.295.066.833.496.000,8.322.244.644.165.030,SEN,0,10.492.854.565.382.000,-16.458.335.518.836.900,19.707.392.901.182.100,1.631.999.969.482.420,20.219.999.313.354.400,22.020.000.457.763.600
5,8.379.706.144.332.880,31.220.390.796.661.300,9.215.282.440.185.540,SEN,0,9.161.274.433.135.980,16.511.599.719.524.300,7.435.545.921.325.680,17.639.999.389.648.400,20.760.000.228.881.800,20.279.998.779.296.800
5,-4.668.693.244.457.240,4.153.939.723.968.500,9.215.282.440.185.540,SEN,0,4.484.763.443.470.000,8.703.210.353.851.310,7.552.725.076.675.410,19.079.999.923.706.000,20.520.000.457.763.600,18.600.000.381.469.700
6,4.496.310.710.906.980,7.560.888.767.242.430,9.708.487.510.681.150,SEN,0,-7.190.535.217.523.570,-46.232.476.830.482.400,8.032.094.240.188.590,20.100.000.381.469.700,17.760.000.228.881.800,18.779.998.779.296.800
6,38.498.764.038.085.900,6.950.367.450.714.110,1.160.708.999.633.780,SEN,0,-11.851.067.543.029.700,-8.064.051.866.531.370,-5.747.101.902.961.730,19.739.999.771.118.100,13.079.999.923.706.000,19.439.998.626.708.900
6,-3.447.650.372.982.020,62.392.897.605.896,7.529.764.175.415.030,SEN,0,19.281.286.001.205.400,2.599.245.309.829.710,-44.741.106.033.325.100,18.779.998.779.296.800,10.739.999.771.118.100,21.239.999.771.118.100
6,-950.498.104.095.459,33.686.418.533.325.100,72.568.254.470.825.100,SEN,0,-5.949.501.991.271.970,48.469.531.536.102.200,-4.767.058.491.706.840,1.781.999.969.482.420,12.359.999.656.677.200,23.279.998.779.296.800
7,-17.142.484.188.079.800,23.989.901.542.663.500,838.688.850.402.832,SEN,0,9.534.116.834.402.080,1.438.107.043.504.710,-6.567.355.394.363.400,16.739.999.771.118.100,13.5,23.639.999.389.648.400
7,-28.826.189.041.137.600,1.824.381.709.098.810,12.263.101.577.758.700,SEN,0,-37.657.099.962.234.400,10.759.171.098.470.600,3.728.425.595.909.350,15.779.999.732.971.100,14.460.000.038.146.900,2.334.000.015.258.780
7,-3.232.172.429.561.610,23.989.901.542.663.500,8.216.899.871.826.170,SEN,0,10.013.485.699.892.000,-24.288.029.968.738.500,-29.827.404.767.274.800,16.079.999.923.706.000,14.219.999.313.354.400,23.279.998.779.296.800
8,-8.020.575.642.585.750,25.689.783.096.313.400,889.685.344.696.045,SEN,0,-11.185.277.253.389.300,-24.927.188.456.058.500,-1.304.948.925.971.980,16.440.000.534.057.600,13.5,23.399.999.618.530.200
0,-16.065.093.278.884.800,1.802.833.914.756.770,70.557.122.230.529.700,CA,0,2.186.455.249.786.370,-17.827.200.889.587.400,-23.270.702.362.060.500,20.399.999.618.530.200,10.319.999.694.824.200,25.799.999.237.060.500
1,13.096.283.674.240.100,12.425.906.658.172.600,9.464.279.174.804.680,CA,0,15.499.597.787.857.000,-21.944.448.351.860.000,7.771.103.978.157.040,20.939.998.626.708.900,9.119.999.885.559.080,238.799.991.607.666
1,11.899.182.796.478.200,1.015.141.487.121.580,801.339.340.209.961,CA,0,49.002.164.602.279.600,5.001.416.802.406.310,-39.201.730.489.730.800,22.020.000.457.763.600,4.380.000.114.440.910,19.979.999.542.236.300
1,17.262.194.156.646.700,1.359.906.554.222.100,14.642.937.660.217.200,CA,0,-20.719.394.087.791.400,-4.261.057.823.896.400,-3.627.225.458.621.970,208.799.991.607.666,1.559.999.942.779.540,2.003.999.900.817.870
2,-2.935.291.290.283.200,19.153.612.852.096.500,499.669.885.635.376,CA,0,12.250.541.150.569.900,-8.138.620.257.377.620,40.639.838.576.316.800,1.781.999.969.482.420,22.799.999.713.897.700,22.439.998.626.708.900
2,4.881.777.286.529.540,-3.378.218.650.817.870,1.823.423.957.824.700,CA,0,-9.651.296.138.763.420,-23.228.092.193.603.500,-5.858.954.787.254.330,15.299.999.237.060.500,7.799.999.713.897.700,23.399.999.618.530.200
2,-608.127.236.366.272,9.217.676.520.347.590,6.402.095.317.840.570,CA,0,15.978.965.908.288.900,6.167.881.488.800.040,-10.503.507.852.554.300,1.668.000.030.517.570,-11.999.999.731.779.000,20.219.999.313.354.400
3,2.425.326.347.351.070,-2.054.224.967.956.540,10.383.652.687.072.700,CA,0,2.672.748.565.673.820,-7.094.660.997.390.740,1.224.521.517.753.600,19.739.999.771.118.100,3.059.999.942.779.540,17.639.999.389.648.400
3,5.408.501.625.061.030,-3.533.841.609.954.830,7.228.095.054.626.460,CA,0,44.741.109.013.557.400,-2.924.150.824.546.810,8.223.841.786.384.580,19.260.000.228.881.800,7.199.999.809.265.130,19.020.000.457.763.600
3,-42.856.210.470.199.500,-47.884.032.130.241.300,8.564.059.257.507.320,CA,0,-8.809.736.967.086.790,884.169.489.145.279,-1.903.627.634.048.460,1.931.999.969.482.420,7.859.999.656.677.240,18.059.999.465.942.300
4,38.307.228.088.378.900,-7.398.083.209.991.450,17.539.920.806.884.700,CA,0,-20.612.867.176.532.700,-8.628.641.963.005.060,-6.253.102.421.760.550,2.015.999.984.741.210,9.359.999.656.677.240,1.703.999.900.817.870
4,-19.393.034.279.346.400,-35.913.024.097.681.000,22.577.321.529.388.400,CA,0,4.122.573.435.306.540,3.605.920.076.370.230,7.456.851.191.818.710,18.899.999.618.530.200,13.679.999.351.501.400,17.940.000.534.057.600
4,36.942.532.062.530.500,-16.041.151.285.171.500,10.309.432.983.398.400,CA,0,-26.951.191.425.323.400,9.656.622.409.820.550,-22.674.152.851.104.700,18.420.000.076.293.900,16.139.999.389.648.400,18.719.999.313.354.400
5,-15.945.383.310.317.900,13.646.949.529.647.800,10.924.742.698.669.400,CA,0,-3.057.309.091.091.150,2.961.435.317.993.160,-1.672.465.205.192.560,1.781.999.969.482.420,1.835.999.870.300.290,1.931.999.969.482.420
5,21.547.815.799.713.100,10.773.907.601.833.300,7.548.917.770.385.740,CA,0,12.037.488.222.122.100,-12.681.972.980.499.200,2.929.477.393.627.160,1.325.999.927.520.750,22.619.998.931.884.700,20.219.999.313.354.400
5,4.778.826.713.562.010,-25.019.407.272.338.800,14.410.699.844.360.300,CA,0,-15.547.534.227.371.200,-17.656.757.831.573.400,-39.734.363.555.908.200,10.319.999.694.824.200,2.669.999.885.559.080,18.059.999.465.942.300
6,-20.685.901.641.845.700,689.530.074.596.405,600.226.354.598.999,CA,0,-3.531.351.685.523.980,889.495.849.609.375,-15.238.608.121.871.900,984.000.015.258.789,27.119.998.931.884.700,17.760.000.228.881.800
6,2.940.079.689.025.870,-36.511.576.175.689.600,18.782.512.664.794.900,CA,0,-6.780.408.024.787.900,-6.024.070.382.118.220,8.042.746.782.302.850,6.059.999.942.779.540,2.669.999.885.559.080,20.219.999.313.354.400
6,3.375.824.451.446.530,9.959.878.921.508.780,6.095.637.321.472.160,CA,0,5.752.427.875.995.630,-8.878.979.086.875.910,-30.360.037.460.923.100,5.039.999.961.853.020,28.079.999.923.706.000,18.899.999.618.530.200
6,11.659.762.859.344.400,10.295.066.833.496.000,11.619.060.516.357.400,CA,0,34.088.462.591.171.200,3.195.793.181.657.790,20.612.867.176.532.700,7.019.999.980.926.510,29.279.998.779.296.800,1.715.999.984.741.210
7,-2.183.511.972.427.360,12.832.920.551.300.000,9.516.951.560.974.120,CA,0,-6.215.817.928.314.200,807.470.440.864.563,-35.100.463.032.722.400,6.659.999.847.412.100,29.579.999.923.706.000,1.734.000.015.258.780
7,1.237.802.267.074.580,10.582.371.950.149.500,6.452.373.504.638.670,CA,0,10.780.476.331.710.800,19.707.392.901.182.100,11.147.992.610.931.300,4.5,2.981.999.969.482.420,17.760.000.228.881.800
7,14.413.094.520.568.800,7.134.721.279.144.280,19.122.488.021.850.500,CA,0,-13.635.385.036.468.500,-9.965.549.111.366.270,-8.431.568.145.751.950,5.519.999.980.926.510,3.017.999.839.782.710,1.631.999.969.482.420
8,-71.826.050.989.329.800,15.849.615.335.464.400,60.836.663.246.154.700,CA,0,-19.654.129.445.552.800,7.781.757.116.317.740,-5.241.101.384.162.900,7.199.999.809.265.130,29.579.999.923.706.000,15.719.999.313.354.400
8,2.054.224.967.956.540,12.282.254.695.892.300,8.245.630.264.282.220,CA,0,14.679.343.700.408.900,15.547.534.227.371.200,873.516.857.624.054,5.519.999.980.926.510,28.619.998.931.884.700,17.279.998.779.296.800
0,2.106.897.532.939.910,512.119.722.366.333,7.790.732.383.728.020,CA,0,-3.341.432.809.829.710,59.864.792.972.803.100,-8.246.681.094.169.610,9.960.000.038.146.970,-6.779.999.732.971.190,13.799.999.237.060.500
1,4.390.965.938.568.110,2.935.291.290.283.200,3.622.427.225.112.910,CA,0,-7.819.074.988.365.170,-5.656.611.919.403.070,-2.834.414.839.744.560,5.639.999.866.485.590,-737.999.963.760.376,15.179.999.351.501.400
1,7.448.361.396.789.550,-1.070.208.191.871.640,8.188.169.479.370.110,CA,0,-24.966.063.499.450.600,-18.185.458.183.288.500,12.626.584.768.295.200,35.399.999.618.530.200,-10.559.999.465.942.300,15.119.999.885.559.000
1,10.594.342.231.750.400,2.082.955.539.226.530,5.913.678.169.250.480,CA,0,-12.974.777.221.679.600,-43.615.779.280.662.500,5.907.067.060.470.580,5.339.999.675.750.730,-14.219.999.313.354.400,10.139.999.389.648.400
1,11.923.124.313.354.400,-11.540.051.698.684.600,7.996.633.529.663.080,CA,0,31.972.687.244.415.200,-11.136.072.874.069.200,2.583.959.996.700.280,35.399.999.618.530.200,-18.479.999.542.236.300,-35.399.999.618.530.200
2,9.950.302.124.023.430,-41.156.325.340.271,560.722.017.288.208,CA,0,10.934.487.730.264.600,7.031.059.265.136.710,-7.855.727.076.530.450,3.059.999.942.779.540,-17.639.999.389.648.400,12.599.999.904.632.500
2,8.485.051.155.090.330,-4.496.310.710.906.980,4.065.354.347.229.000,CA,0,-1.633.453.607.559.200,-17.837.265.133.857.700,978.606.104.850.769,521.999.979.019.165,-1.559.999.942.779.540,7.799.999.713.897.700
2,78.745.293.617.248.500,-3.622.427.225.112.910,16.041.151.285.171.500,CA,0,-17.580.702.304.840.000,36.590.829.491.615.200,7.037.167.549.133.300,5.339.999.675.750.730,-15.299.999.237.060.500,6.119.999.885.559.080
2,8.944.737.434.387.200,-38.977.603.912.353.500,9.983.820.915.222.160,CA,0,24.294.111.728.668.200,-7.305.948.138.237,-8.100.073.337.554.930,-29.999.998.211.860.600,-16.559.999.465.942.300,-293.999.981.880.188
2,9.210.494.041.442.870,-432.871.675.491.333,16.519.991.159.439.000,CA,0,22.968.533.635.139.400,4.642.575.979.232.780,-15.015.068.054.199.200,7.799.999.713.897.700,-16.260.000.228.881.800,-3.059.999.942.779.540
3,11.465.831.756.591.700,-319.865.345.954.895,3.737.348.794.937.130,CA,0,-9.181.304.574.012.750,-12.180.652.618.408.200,21.392.500.400.543.200,7.679.999.828.338.620,-12.239.999.771.118.100,671.999.979.019.165
3,9.684.545.516.967.770,-30.095.114.707.946.700,4.460.397.720.336.910,CA,0,-11.557.570.695.877.000,8.582.656.979.560.850,5.815.436.840.057.370,2.879.999.876.022.330,-14.039.999.961.853.000,19.199.999.570.846.500
3,1.211.705.493.927.000,-6.485.892.295.837.400,9.696.516.990.661.620,CA,0,13.518.447.875.976.500,-7.904.596.328.735.350,-14.288.138.151.168.800,-10.799.999.237.060.500,-14.039.999.961.853.000,-37.799.999.713.897.700
3,5.671.864.032.745.360,-4.774.038.314.819.330,6.727.706.789.970.390,CA,0,1.076.344.609.260.550,1.397.048.830.986.020,-1.188.132.882.118.220,11.999.999.284.744.200,-13.079.999.923.706.000,-6
3,10.706.870.079.040.500,-5.937.620.162.963.860,1.357.512.354.850.760,CA,0,-27.476.718.425.750.700,-8.772.025.108.337.400,15.961.909.294.128.400,8.760.000.228.881.830,-16.020.000.457.763.600,0
4,10.342.951.774.597.100,-6.143.521.785.736.080,21.284.453.868.865.900,CA,0,-37.733.147.144.317.600,20.842.721.462.249.700,11.081.095.933.914.100,7.799.999.713.897.700,-15.179.999.351.501.400,-26.399.998.664.855.900
4,11.111.490.249.633.700,-34.524.388.313.293.400,39.887.399.673.461.900,CA,0,-24.740.042.686.462.400,2.233.323.335.647.580,17.104.226.350.784.300,6.119.999.885.559.080,-6.539.999.961.853.020,-12.239.999.771.118.100
4,10.867.281.913.757.300,-3.754.108.190.536.490,238.462.495.803.833,CA,0,5.833.762.884.140.010,6.010.913.848.876.950,-12.681.562.900.543.200,13.739.999.771.118.100,-11.999.999.284.744.200,-1.175.999.927.520.750
4,11.250.353.813.171.300,-11.183.316.230.773.900,90.859.956.741.333,CA,0,3.292.563.557.624.810,27.977.627.515.792.800,-5.400.048.494.338.980,16.139.999.389.648.400,-7.199.999.690.055.840,-9.059.999.465.942.380
5,8.746.018.409.729.000,-26.431.987.285.614.000,-5.889.736.413.955.680,CA,0,-13.310.753.107.070.900,6.108.652.334.660.290,1.034.194.827.079.770,11.219.999.313.354.400,4.619.999.885.559.080,-7.799.999.713.897.700
5,8.279.149.055.480.950,-604.775.333.404.541,18.339.585.065.841.600,CA,0,2.015.855.312.347.410,-28.099.802.136.421.200,-16.371.189.057.826.900,13.019.999.504.089.300,4.5,17.999.999.523.162.800
